City,CO,NO2,O3,SO2,PM2.5,PM10,overall_aqi
Columbia,257.02,4.16,67.95,0.69,3.16,7.52,77
Missoula,300.41,8.74,43.27,0.25,2.18,2.45,36
Buffalo,243.66,5.66,77.25,1.49,4.96,5.18,105
Seattle,694.28,41.81,0.09,2.33,16.63,24.33,52
Omaha,257.02,3.43,60.08,1.09,1.28,1.66,53
Weston,226.97,2.51,83.69,0.54,0.5,1.04,121
Warwick,230.31,12.68,56.51,2.95,0.97,1.58,47
Nashville,267.03,7.63,50.07,1.13,6.42,7.65,42
Norman,330.45,13.88,33.26,1.34,9.57,10.55,31
Waldorf,303.75,24.68,23.25,2.35,2.08,3.39,30
Sioux City,270.37,4.5,49.35,0.21,1.48,1.67,41
Cedar Rapids,250.34,2.44,60.8,0.35,0.59,0.83,55
Bolingbrook,263.69,5.57,62.94,1.13,1.52,2.37,62
Palo Alto,417.23,45.24,5.68,2.44,11.22,15.18,56
Jackson,283.72,10.45,15.56,0.59,6.2,8.79,20
Norfolk,413.9,37.7,40.77,2.03,6.79,14.38,47
Mayagüez,183.58,0.22,48.64,0.26,1.29,3.74,41
Lynn,367.17,19.54,62.23,5.31,17.93,21.46,60
Redding,273.71,11.82,21.99,0.09,2.05,2.43,18
Redding,273.71,11.82,21.99,0.09,2.05,2.43,18
Las Cruces,247.0,6.08,23.25,0.05,7.65,22.25,24
Carson,1148.22,64.43,1.88,7.75,40.18,57.19,99
Farmington Hills,267.03,6.6,61.51,0.78,5.48,5.88,57
Pueblo,290.39,6.77,28.25,0.41,7.36,17.04,23
Torrance,1148.22,64.43,1.88,7.75,40.18,57.19,99
Lawton,243.66,2.16,45.78,0.13,11.81,12.38,38
Santa Fe,216.96,3.21,43.27,0.54,3.45,7.26,36
Miami Beach,257.02,9.68,80.82,2.65,3.95,9.33,114
San Jose,627.52,52.09,0.22,2.09,13.98,18.78,65
Milpitas,447.27,33.59,0.48,1.15,9.51,13.9,41
Chattanooga,240.33,3.51,63.66,1.01,3.8,7.25,64
Tustin,907.9,48.67,2.55,3.28,33.06,40.78,85
Union City,417.23,45.24,5.68,2.44,11.22,15.18,56
Fairfield,240.33,4.88,23.6,0.01,3.21,4.31,20
Cedar Park,233.65,1.08,59.37,0.26,17.71,18.5,54
Passaic,363.83,25.02,49.35,5.31,11.17,17.83,41
Lewisville,363.83,27.76,26.46,2.92,14.67,17.4,47
Stockton,373.84,8.82,0.15,0.31,6.46,7.59,20
Mountain View,473.98,40.1,0.81,1.51,10.24,13.44,50
Warren,280.38,9.94,59.37,1.18,5.79,6.42,51
Folsom,297.07,14.57,7.51,0.12,1.86,4.66,18
Indianapolis,267.03,9.94,50.78,2.24,6.45,7.12,43
Rialto,353.81,27.08,33.98,4.29,8.02,10.56,33
Norwalk,487.33,44.55,41.84,10.97,19.58,27.63,58
Montgomery,293.73,9.51,29.68,4.29,7.18,10.94,25
Topeka,240.33,1.65,68.67,0.42,1.12,1.35,80
Austin,270.37,7.37,51.5,1.27,18.97,20.58,57
Santa Clarita,310.42,13.02,13.41,0.27,8.36,13.41,27
Pawtucket,287.06,7.71,80.82,3.61,13.88,16.84,114
Alameda,554.09,41.13,0.09,3.93,15.16,20.72,51
Riverview,260.35,1.84,68.67,0.6,3.42,3.66,80
Birmingham,243.66,20.56,52.21,5.66,1.4,2.05,44
Carmel,260.35,5.66,57.22,1.36,7.34,7.9,48
Fort Worth,303.75,9.34,45.78,0.97,17.47,19.32,54
Detroit,287.06,13.37,57.94,2.18,5.84,6.74,49
Colorado Springs,195.27,1.03,57.94,0.09,1.5,3.48,49
Nampa,514.03,27.42,3.84,0.36,22.5,34.37,64
Spring Hill,253.68,3.0,60.08,0.31,0.79,1.3,53
Richardson,387.19,31.19,21.64,5.01,13.77,17.04,44
Broomfield,380.52,19.54,24.32,0.25,6.23,10.73,24
Wyoming,247.0,1.63,65.09,0.12,0.84,0.97,69
Pearland,460.63,22.96,32.9,2.68,14.32,18.61,46
Bossier City,233.65,6.68,52.21,2.74,4.59,5.66,44
Chicago,277.04,11.31,60.08,3.99,1.78,2.85,53
Pasadena,387.19,33.59,11.98,1.62,7.61,16.66,41
Bloomington,247.0,4.54,56.51,1.61,6.98,7.52,47
San Diego,640.87,33.59,3.8,2.27,13.43,19.93,43
Kenner,287.06,14.4,27.54,5.01,5.48,7.59,23
Manteca,373.84,8.82,0.15,0.31,6.46,7.59,20
Lancaster,277.04,8.82,68.67,3.55,5.67,10.31,80
Deerfield Beach,216.96,4.71,85.12,0.84,3.09,7.82,125
Chico,253.68,5.36,25.39,0.13,1.34,1.71,21
Paradise,560.76,39.07,5.36,2.98,24.07,42.06,67
Livermore,363.83,19.54,4.96,0.32,9.05,10.81,29
Santa Rosa,250.34,4.11,45.78,0.02,2.37,2.66,38
Santa Barbara,226.97,3.0,60.08,1.18,3.14,3.95,53
Walnut Creek,380.52,25.71,12.16,3.82,7.02,8.76,32
Daly City,447.27,45.24,5.45,5.96,12.12,14.35,56
Salem,403.88,19.71,0.33,0.29,17.17,19.09,53
East Orange,413.9,33.24,40.41,8.58,12.23,19.46,41
Gary,233.65,1.48,67.95,0.66,0.73,1.24,77
Hollywood,600.82,47.3,3.93,3.4,17.58,33.98,59
Pomona,317.1,23.65,35.76,1.83,7.16,10.77,30
San Marcos,250.34,5.4,61.51,1.45,17.15,18.36,57
Stockton,373.84,8.82,0.15,0.31,6.46,7.59,20
Antioch,267.03,7.63,50.07,1.13,6.42,7.65,42
Sunrise Manor,560.76,39.07,5.36,2.98,24.07,42.06,67
Akron,260.35,6.08,62.94,0.79,5.49,6.01,62
Largo,240.33,3.94,76.53,1.51,3.54,5.98,103
Hayward,547.41,30.5,0.07,1.37,14.62,20.34,47
Glen Burnie,377.18,24.68,46.49,5.07,9.0,15.15,39
Independence,253.68,4.28,62.94,1.22,1.19,1.63,62
Dearborn,287.06,13.37,57.94,2.18,5.84,6.74,49
Centreville,247.0,3.17,67.95,2.0,5.36,9.69,77
Federal Way,614.17,34.96,0.09,1.67,13.79,19.63,44
Fort Myers,216.96,2.04,82.97,0.37,3.0,8.53,119
Fall River,283.72,4.63,79.39,2.98,14.93,19.41,110
Glendale,600.82,47.3,3.93,3.4,17.58,33.98,59
Akron,260.35,6.08,62.94,0.79,5.49,6.01,62
Pasco,400.54,21.25,12.7,0.29,14.08,15.22,45
Denver,794.41,40.1,7.06,2.12,20.17,25.8,59
Napa,253.68,5.74,15.91,0.02,3.66,4.51,13
Kenosha,243.66,2.72,68.67,0.29,0.5,0.92,80
Caguas,185.25,0.24,47.92,0.25,1.0,2.43,40
West Palm Beach,216.96,6.17,84.4,0.69,2.65,6.14,123
Clovis,223.64,3.86,22.89,0.02,0.5,1.67,19
Beaverton,390.53,21.25,2.86,1.54,12.79,16.74,41
Lynchburg,263.69,3.86,69.38,1.37,5.64,11.08,82
Killeen,240.33,1.46,64.37,0.33,16.77,17.55,66
Newton,293.73,7.45,77.25,3.4,14.33,16.86,105
North Las Vegas,223.64,4.8,50.78,0.12,10.85,26.05,43
Memphis,317.1,16.28,13.59,3.64,7.48,8.16,24
Miramar,210.29,1.86,79.39,0.4,3.12,7.89,110
Eugene,423.91,24.68,2.33,1.49,17.79,20.08,54
Buffalo,243.66,5.66,77.25,1.49,4.96,5.18,105
Anaheim,594.14,33.93,3.71,2.62,17.04,22.87,53
Gulfport,250.34,4.33,45.42,2.03,3.63,4.65,38
West Jordan,640.87,57.58,8.05,5.36,17.59,24.25,71
Lauderhill,203.61,0.85,81.54,0.21,2.82,7.08,116
The Villages,223.64,2.27,77.96,2.12,3.3,5.66,107
Syracuse,226.97,3.86,77.25,41.01,5.3,7.8,105
Warren,280.38,9.94,59.37,1.18,5.79,6.42,51
Elgin,236.99,2.21,68.67,0.47,0.5,0.89,80
Goodyear,357.15,13.71,14.84,0.37,3.5,9.9,17
Maple Grove,277.04,4.93,47.21,1.39,2.24,2.79,40
Denton,307.08,11.31,39.34,1.21,13.95,15.72,45
Iowa City,250.34,2.96,60.8,0.56,0.58,0.83,55
Arlington Heights,250.34,4.16,67.95,0.54,0.8,1.48,77
Newport News,327.11,21.25,60.08,2.33,4.7,10.62,53
Thousand Oaks,340.46,17.48,16.45,1.59,9.79,13.41,31
San Bernardino,353.81,27.08,33.98,4.29,8.02,10.56,33
Inglewood,1148.22,64.43,1.88,7.75,40.18,57.19,99
Cedar Park,233.65,1.08,59.37,0.26,17.71,18.5,54
Temecula,313.76,12.17,25.03,0.38,7.37,9.65,23
Warner Robins,247.0,4.41,54.36,3.87,3.51,6.74,46
Pleasanton,420.57,25.36,3.09,0.48,11.3,13.12,36
Arden-Arcade,574.11,23.31,0.32,1.06,11.81,16.82,38
Kenosha,243.66,2.72,68.67,0.29,0.5,0.92,80
Roanoke,273.71,7.2,55.08,0.88,6.34,10.21,46
Des Moines,253.68,3.0,60.08,0.31,0.79,1.3,53
Spokane,427.25,15.08,15.91,0.55,9.38,10.18,30
Eagan,387.19,24.33,31.83,6.56,5.37,6.92,30
South Bend,253.68,2.59,58.65,0.3,1.27,1.4,49
Allen,377.18,30.16,22.71,4.47,13.68,16.51,44
Hollywood,600.82,47.3,3.93,3.4,17.58,33.98,59
Dale City,270.37,5.57,57.94,1.16,5.44,10.54,49
Concord,420.57,26.05,60.8,6.26,24.95,27.72,69
Fort Wayne,257.02,4.54,60.08,1.09,6.66,6.94,53
Newport News,327.11,21.25,60.08,2.33,4.7,10.62,53
Gastonia,280.38,5.48,50.07,2.5,6.95,12.56,42
Alameda,554.09,41.13,0.09,3.93,15.16,20.72,51
Boston,317.1,11.48,74.39,4.05,15.56,18.68,98
Tallahassee,230.31,1.21,52.21,0.15,2.25,5.22,44
Mission Viejo,567.44,26.05,3.58,1.12,15.24,23.39,49
Albany,413.9,18.17,47.92,6.91,22.42,25.69,64
Westland,257.02,4.97,62.94,0.58,5.16,5.41,62
Cedar Rapids,250.34,2.44,60.8,0.35,0.59,0.83,55
Warner Robins,247.0,4.41,54.36,3.87,3.51,6.74,46
Carmel,260.35,5.66,57.22,1.36,7.34,7.9,48
Salem,403.88,19.71,0.33,0.29,17.17,19.09,53
Sacramento,347.14,10.28,2.26,0.31,6.1,6.9,19
Denver,794.41,40.1,7.06,2.12,20.17,25.8,59
Indio,380.52,16.79,54.36,0.49,7.02,15.06,46
Alafaya,226.97,5.91,81.54,0.75,1.65,2.67,116
Kent,233.65,7.2,67.95,0.78,0.79,1.3,77
Bismarck,247.0,3.04,65.8,0.72,1.17,2.76,71
Mesquite,277.04,9.6,40.41,1.18,9.05,11.28,34
Troy,413.9,18.17,47.92,6.91,22.42,25.69,64
Thornton,507.36,28.1,8.67,0.78,10.79,15.4,35
Palatine,243.66,2.51,69.38,0.45,0.61,1.17,82
Highlands Ranch,377.18,16.62,14.66,0.65,5.58,8.04,20
Miami Gardens,210.29,1.86,79.39,0.4,3.12,7.89,110
San Antonio,280.38,7.97,54.36,1.19,17.88,19.15,54
Albany,413.9,18.17,47.92,6.91,22.42,25.69,64
Plymouth,223.64,5.83,70.81,1.85,0.84,2.59,86
Palmdale,397.21,24.33,25.03,0.43,13.37,19.3,43
Ann Arbor,257.02,4.93,60.8,0.63,5.34,5.55,55
Pueblo,290.39,6.77,28.25,0.41,7.36,17.04,23
Visalia,297.07,15.94,12.88,0.19,3.19,4.9,19
Sunrise,203.61,0.85,81.54,0.21,2.82,7.08,116
Pasadena,387.19,33.59,11.98,1.62,7.61,16.66,41
Jackson,250.34,6.17,31.47,0.46,5.89,7.69,26
Saint Joseph,233.65,7.2,72.96,2.21,1.27,3.87,93
Melbourne,205.28,10.03,25.39,5.48,2.05,6.23,21
Sunrise Manor,560.76,39.07,5.36,2.98,24.07,42.06,67
Oxnard,407.22,21.25,5.19,1.94,13.89,17.65,45
Oakland,353.81,25.36,17.52,5.25,6.51,8.23,31
Clarksville,250.34,6.08,53.64,5.25,6.55,7.37,45
Elgin,236.99,2.21,68.67,0.47,0.5,0.89,80
Allen,377.18,30.16,22.71,4.47,13.68,16.51,44
Rock Hill,290.39,9.85,44.7,2.21,6.03,11.58,37
Kendall,220.3,4.16,75.1,1.04,3.42,8.71,100
Anaheim,594.14,33.93,3.71,2.62,17.04,22.87,53
Fremont,447.27,33.59,0.48,1.15,9.51,13.9,41
Pomona,317.1,23.65,35.76,1.83,7.16,10.77,30
Bloomington,247.0,4.54,56.51,1.61,6.98,7.52,47
Rochester,240.33,4.71,80.11,1.8,4.63,5.22,112
Ogden,233.65,12.0,44.35,0.03,3.1,7.54,37
Fayetteville,236.99,5.14,37.55,0.74,5.19,7.13,31
League City,453.95,25.36,33.62,5.25,14.68,19.65,47
Baldwin Park,320.44,25.02,30.76,0.98,5.8,11.16,31
Quincy,317.1,11.48,74.39,4.05,15.56,18.68,98
Wichita,257.02,2.74,63.66,0.76,3.4,4.91,64
Temecula,313.76,12.17,25.03,0.38,7.37,9.65,23
Bethlehem,233.65,34.62,55.08,8.58,12.77,27.34,46
Redding,273.71,11.82,21.99,0.09,2.05,2.43,18
Longmont,297.07,10.97,33.26,0.17,3.24,5.74,28
Santa Barbara,226.97,3.0,60.08,1.18,3.14,3.95,53
Mesquite,277.04,9.6,40.41,1.18,9.05,11.28,34
Cary,307.08,11.48,51.5,1.34,5.1,10.13,43
Chesapeake,240.33,5.66,85.83,1.71,2.07,8.07,127
Enterprise,233.65,1.46,49.35,0.17,3.22,5.73,41
Carlsbad,357.15,11.48,6.26,0.37,8.54,11.92,27
Highlands Ranch,377.18,16.62,14.66,0.65,5.58,8.04,20
Chandler,854.49,40.1,5.45,3.37,22.32,31.87,63
Fort Collins,267.03,7.97,36.48,0.18,1.98,3.06,30
San Diego,640.87,33.59,3.8,2.27,13.43,19.93,43
Franklin,250.34,4.54,51.5,1.01,6.85,8.34,43
Yorba Linda,594.14,33.93,3.71,2.62,17.04,22.87,53
Fall River,283.72,4.63,79.39,2.98,14.93,19.41,110
Asheville,247.0,5.06,71.53,4.77,4.71,8.14,89
Moreno Valley,554.09,31.53,3.35,1.33,15.77,19.84,50
Fort Smith,397.21,21.42,3.67,1.07,11.25,14.13,36
West Covina,320.44,25.02,30.76,0.98,5.8,11.16,31
Albuquerque,263.69,4.28,22.17,0.1,3.56,16.33,18
San Tan Valley,287.06,8.4,26.11,0.05,3.87,10.69,22
Alexandria,198.6,3.38,83.69,2.65,10.86,17.17,121
Chicago,277.04,11.31,60.08,3.99,1.78,2.85,53
Jacksonville,223.64,2.23,77.96,0.51,1.89,3.88,107
El Monte,387.19,33.59,11.98,1.62,7.61,16.66,41
Concord,420.57,26.05,60.8,6.26,24.95,27.72,69
Pomona,317.1,23.65,35.76,1.83,7.16,10.77,30
Glendale,600.82,47.3,3.93,3.4,17.58,33.98,59
Carson,1148.22,64.43,1.88,7.75,40.18,57.19,99
Centreville,247.0,3.17,67.95,2.0,5.36,9.69,77
Santa Clarita,310.42,13.02,13.41,0.27,8.36,13.41,27
Shawnee,247.0,3.17,64.37,0.39,0.97,1.48,66
Memphis,317.1,16.28,13.59,3.64,7.48,8.16,24
San Ramon,203.61,2.06,57.22,0.07,0.71,1.44,48
Alhambra,387.19,33.59,11.98,1.62,7.61,16.66,41
Skokie,257.02,7.54,65.8,3.87,1.0,1.86,71
Hillsboro,390.53,21.25,2.86,1.54,12.79,16.74,41
Gaithersburg,323.77,16.11,52.21,3.01,6.86,12.25,44
Vista,293.73,5.74,19.67,0.19,7.84,10.98,25
Rochester,240.33,4.71,80.11,1.8,4.63,5.22,112
Arlington Heights,250.34,4.16,67.95,0.54,0.8,1.48,77
Las Vegas,560.76,39.07,5.36,2.98,24.07,42.06,67
Turlock,373.84,8.82,0.2,0.46,5.68,8.2,18
Bellingham,487.33,27.76,1.1,1.36,6.95,8.51,34
Pawtucket,287.06,7.71,80.82,3.61,13.88,16.84,114
Joliet,273.71,6.0,58.65,1.31,2.11,3.14,49
Santa Clarita,310.42,13.02,13.41,0.27,8.36,13.41,27
Lawrence,247.0,2.38,66.52,2.59,1.44,1.75,73
Gastonia,280.38,5.48,50.07,2.5,6.95,12.56,42
Hemet,303.75,9.94,44.7,0.57,5.68,7.31,37
Lakeland,211.95,1.35,76.53,0.66,2.48,4.1,103
Chico,253.68,5.36,25.39,0.13,1.34,1.71,21
Youngs,267.03,5.23,68.67,2.12,6.05,12.1,80
Allen,377.18,30.16,22.71,4.47,13.68,16.51,44
Orlando,226.97,5.91,81.54,0.75,1.65,2.67,116
Glendale,600.82,47.3,3.93,3.4,17.58,33.98,59
Waldorf,303.75,24.68,23.25,2.35,2.08,3.39,30
Peoria,243.66,2.01,65.09,0.19,1.13,1.43,69
Miami,257.02,9.68,80.82,2.65,3.95,9.33,114
Green Bay,240.33,0.99,66.52,0.08,0.5,0.58,73
Boynton Beach,216.96,6.68,80.82,0.97,2.88,7.01,114
Anchorage,236.99,0.3,63.66,0.11,0.5,0.66,64
Everett,500.68,31.87,2.41,1.74,7.78,10.23,39
Muncie,267.03,9.34,53.64,1.55,5.68,6.09,45
Mount Vernon,243.66,5.01,58.65,1.55,5.4,5.94,49
Mountain View,473.98,40.1,0.81,1.51,10.24,13.44,50
Frisco,363.83,27.76,26.46,2.92,14.67,17.4,47
Naperville,263.69,5.57,62.94,1.13,1.52,2.37,62
San Francisco,447.27,45.24,5.45,5.96,12.12,14.35,56
Lafayette,290.39,12.68,30.04,2.95,16.04,19.61,51
Brooklyn Park,293.73,9.08,45.06,4.35,2.66,3.63,38
Grand Rapids,247.0,1.63,65.09,0.12,0.84,0.97,69
Mount Pleasant,220.3,4.54,37.19,3.76,4.24,5.1,31
Silver Spring,323.77,15.42,52.93,3.07,6.66,12.38,44
Milwaukee,247.0,3.0,67.23,0.31,0.5,1.06,75
Enterprise,233.65,1.46,49.35,0.17,3.22,5.73,41
South San Francisco,447.27,45.24,5.45,5.96,12.12,14.35,56
Richardson,387.19,31.19,21.64,5.01,13.77,17.04,44
Yuma,247.0,3.04,33.62,0.04,7.84,23.55,28
Aurora,250.34,2.96,66.52,0.57,1.27,1.86,73
Irvine,907.9,48.67,2.55,3.28,33.06,40.78,85
Lancaster,277.04,8.82,68.67,3.55,5.67,10.31,80
Wichita Falls,273.71,3.73,40.77,0.08,13.6,14.36,44
Rancho Cordova,574.11,23.31,0.32,1.06,11.81,16.82,38
Naperville,263.69,5.57,62.94,1.13,1.52,2.37,62
Goodyear,357.15,13.71,14.84,0.37,3.5,9.9,17
Fort Worth,303.75,9.34,45.78,0.97,17.47,19.32,54
Jackson,283.72,10.45,15.56,0.59,6.2,8.79,20
Rockville,323.77,16.11,52.21,3.01,6.86,12.25,44
Clovis,223.64,3.86,22.89,0.02,0.5,1.67,19
Albany,413.9,18.17,47.92,6.91,22.42,25.69,64
Johnson City,263.69,4.54,60.08,0.48,5.12,9.41,53
Roseville,310.42,13.54,3.49,0.17,2.89,7.43,16
Lakewood,357.15,19.71,28.61,0.22,4.34,9.85,24
Pasco,400.54,21.25,12.7,0.29,14.08,15.22,45
Brentwood,480.65,23.31,0.6,0.54,11.94,13.41,38
Wichita,257.02,2.74,63.66,0.76,3.4,4.91,64
Allen,377.18,30.16,22.71,4.47,13.68,16.51,44
Danbury,400.54,30.85,50.07,6.14,14.69,20.9,47
Nashville,267.03,7.63,50.07,1.13,6.42,7.65,42
Stamford,487.33,44.55,41.84,10.97,19.58,27.63,58
San Juan,186.92,0.25,50.07,0.42,1.19,3.95,42
Provo,453.95,25.02,11.0,1.19,12.8,17.1,41
San Marcos,250.34,5.4,61.51,1.45,17.15,18.36,57
Escondido,317.1,12.51,14.48,0.34,5.0,6.93,16
Caguas,185.25,0.24,47.92,0.25,1.0,2.43,40
Lancaster,277.04,8.82,68.67,3.55,5.67,10.31,80
Gaithersburg,323.77,16.11,52.21,3.01,6.86,12.25,44
Lakewood,357.15,19.71,28.61,0.22,4.34,9.85,24
Elizabeth,330.45,19.71,55.79,4.41,9.44,14.96,47
Westminster,310.42,53.47,5.45,13.95,5.27,6.66,66
Chico,253.68,5.36,25.39,0.13,1.34,1.71,21
Lincoln,247.0,3.0,62.94,3.61,1.27,1.56,62
Cincinnati,260.35,11.31,54.36,7.57,5.48,5.95,46
Escondido,317.1,12.51,14.48,0.34,5.0,6.93,16
Pittsburgh,277.04,12.85,63.66,4.53,4.87,6.47,64
Jacksonville,223.64,2.23,77.96,0.51,1.89,3.88,107
Kansas City,253.68,4.28,62.94,1.22,1.19,1.63,62
Spokane,427.25,15.08,15.91,0.55,9.38,10.18,30
Fort Worth,303.75,9.34,45.78,0.97,17.47,19.32,54
Auburn,230.31,2.57,47.92,1.39,5.06,7.75,40
Surprise,223.64,3.56,24.32,0.03,0.75,4.93,20
College Station,240.33,2.19,56.51,0.73,7.16,7.65,47
Spring Valley,403.88,19.36,37.55,2.03,12.0,14.97,38
Paradise,560.76,39.07,5.36,2.98,24.07,42.06,67
Bossier City,233.65,6.68,52.21,2.74,4.59,5.66,44
Passaic,363.83,25.02,49.35,5.31,11.17,17.83,41
Yakima,380.52,18.68,19.31,0.08,9.63,11.29,31
Springfield,270.37,3.26,52.93,4.23,6.65,8.48,44
Virginia Beach,233.65,2.79,82.97,0.69,2.39,8.42,119
Bayonne,220.3,0.66,86.55,0.36,0.5,1.47,128
Columbia,233.65,1.56,67.23,0.12,2.44,6.73,75
Norman,330.45,13.88,33.26,1.34,9.57,10.55,31
Lakewood,357.15,19.71,28.61,0.22,4.34,9.85,24
Lorain,267.03,6.77,62.23,0.82,6.62,6.77,60
Alafaya,226.97,5.91,81.54,0.75,1.65,2.67,116
Federal Way,614.17,34.96,0.09,1.67,13.79,19.63,44
Cranston,263.69,3.34,85.12,2.98,12.18,15.74,125
Palm Coast,213.62,1.06,89.41,0.22,1.59,3.31,136
Clifton,363.83,25.02,49.35,5.31,11.17,17.83,41
Joliet,273.71,6.0,58.65,1.31,2.11,3.14,49
Downey,947.95,44.55,1.65,4.95,26.92,37.83,73
Grand Prairie,323.77,14.57,40.41,2.12,17.13,19.57,53
Evansville,253.68,3.77,55.08,1.12,8.06,8.41,46
Cary,307.08,11.48,51.5,1.34,5.1,10.13,43
Farmington Hills,267.03,6.6,61.51,0.78,5.48,5.88,57
Napa,253.68,5.74,15.91,0.02,3.66,4.51,13
Cicero,277.04,11.31,60.08,3.99,1.78,2.85,53
Beaumont,270.37,21.76,12.7,3.67,22.8,24.47,64
Sparks,614.17,45.93,3.98,0.56,23.78,38.59,66
Roswell,247.0,2.55,65.8,0.24,3.41,7.33,71
Boston,317.1,11.48,74.39,4.05,15.56,18.68,98
Irving,370.5,24.33,31.11,3.01,16.54,19.7,52
Tracy,300.41,17.14,3.98,0.55,4.62,7.7,21
Manchester,250.34,32.9,36.12,9.18,2.05,2.72,41
New Braunfels,273.71,10.28,58.65,2.18,17.94,19.2,55
Town 'n' Country,230.31,2.91,73.67,0.93,3.21,5.48,95
Henderson,413.9,40.1,17.35,2.41,21.35,38.64,61
Elk Grove,574.11,23.31,0.32,1.06,11.81,16.82,38
Chula Vista,640.87,33.59,3.8,2.27,13.43,19.93,43
Waukesha,236.99,1.56,67.23,0.5,0.5,0.75,75
Salinas,250.34,5.36,57.22,0.25,2.1,2.87,48
Racine,257.02,6.77,66.52,2.53,0.81,1.49,73
Springfield,270.37,3.26,52.93,4.23,6.65,8.48,44
Lee's Summit,260.35,5.57,62.23,3.34,1.56,2.0,60
Billings,263.69,5.66,52.21,0.22,5.72,12.0,44
Hammond,307.08,18.51,47.21,7.75,3.33,5.61,40
Pasadena,387.19,33.59,11.98,1.62,7.61,16.66,41
Loveland,236.99,5.01,51.5,0.16,1.13,2.69,43
Aurora,250.34,2.96,66.52,0.57,1.27,1.86,73
Las Vegas,560.76,39.07,5.36,2.98,24.07,42.06,67
Newport News,327.11,21.25,60.08,2.33,4.7,10.62,53
Shreveport,233.65,6.68,52.21,2.74,4.59,5.66,44
Elk Grove,574.11,23.31,0.32,1.06,11.81,16.82,38
Garden Grove,907.9,48.67,2.55,3.28,33.06,40.78,85
Allen,377.18,30.16,22.71,4.47,13.68,16.51,44
Miami Beach,257.02,9.68,80.82,2.65,3.95,9.33,114
Peoria,243.66,2.01,65.09,0.19,1.13,1.43,69
Tempe,540.73,27.76,10.91,1.49,13.01,18.84,42
Wilmington,303.75,8.48,63.66,2.53,6.65,10.93,64
Sterling Heights,280.38,9.94,59.37,1.18,5.79,6.42,51
Hialeah,210.29,1.86,79.39,0.4,3.12,7.89,110
Gulfport,250.34,4.33,45.42,2.03,3.63,4.65,38
Tuscaloosa,250.34,4.07,44.35,0.88,5.2,9.28,37
League City,453.95,25.36,33.62,5.25,14.68,19.65,47
Sioux Falls,317.1,10.2,40.41,0.39,3.35,3.74,34
Goodyear,357.15,13.71,14.84,0.37,3.5,9.9,17
Plymouth,223.64,5.83,70.81,1.85,0.84,2.59,86
Bakersfield,427.25,26.39,7.15,1.1,9.83,13.77,32
Fargo,280.38,6.17,43.63,1.89,3.21,3.49,36
Weston,226.97,2.51,83.69,0.54,0.5,1.04,121
Los Angeles,600.82,47.3,3.93,3.4,17.58,33.98,59
Mount Vernon,243.66,5.01,58.65,1.55,5.4,5.94,49
Denton,307.08,11.31,39.34,1.21,13.95,15.72,45
Wilmington,303.75,8.48,63.66,2.53,6.65,10.93,64
Concord,420.57,26.05,60.8,6.26,24.95,27.72,69
Silver Spring,323.77,15.42,52.93,3.07,6.66,12.38,44
New Haven,433.92,36.33,48.64,8.23,17.66,25.22,54
Corpus Christi,240.33,4.58,43.27,1.76,5.58,6.16,36
Montgomery,293.73,9.51,29.68,4.29,7.18,10.94,25
Springdale,236.99,5.14,37.55,0.74,5.19,7.13,31
Kenner,287.06,14.4,27.54,5.01,5.48,7.59,23
Ogden,233.65,12.0,44.35,0.03,3.1,7.54,37
Nashua,330.45,17.48,72.24,6.68,15.24,18.04,91
Tulsa,267.03,9.68,31.47,1.94,9.64,10.62,31
Eagan,387.19,24.33,31.83,6.56,5.37,6.92,30
Houston,594.14,35.99,22.71,5.6,19.48,24.07,58
Lakeland,211.95,1.35,76.53,0.66,2.48,4.1,103
Beaverton,390.53,21.25,2.86,1.54,12.79,16.74,41
Brandon,216.96,1.25,72.96,0.13,0.5,0.6,93
Wichita Falls,273.71,3.73,40.77,0.08,13.6,14.36,44
Mission,387.19,10.97,50.07,4.77,20.33,23.52,59
Orange,236.99,2.91,72.96,0.35,0.5,0.68,93
Enterprise,233.65,1.46,49.35,0.17,3.22,5.73,41
Temple,270.37,4.33,55.79,1.59,22.48,23.58,64
Poinciana,223.64,3.38,77.25,0.57,2.48,3.94,105
Dothan,230.31,1.13,57.22,0.29,3.02,5.43,48
Boynton Beach,216.96,6.68,80.82,0.97,2.88,7.01,114
Montgomery,293.73,9.51,29.68,4.29,7.18,10.94,25
Murfreesboro,257.02,3.47,58.65,0.75,5.61,7.39,49
Silver Spring,323.77,15.42,52.93,3.07,6.66,12.38,44
San Marcos,250.34,5.4,61.51,1.45,17.15,18.36,57
Denver,794.41,40.1,7.06,2.12,20.17,25.8,59
Round Rock,250.34,3.38,55.79,0.63,19.69,20.87,58
Champaign,263.69,3.0,59.37,0.46,8.75,9.28,51
Pueblo,290.39,6.77,28.25,0.41,7.36,17.04,23
Sugar Land,283.72,6.43,52.21,0.52,9.04,11.28,44
Wichita Falls,273.71,3.73,40.77,0.08,13.6,14.36,44
Denver,794.41,40.1,7.06,2.12,20.17,25.8,59
North Las Vegas,223.64,4.8,50.78,0.12,10.85,26.05,43
Yorba Linda,594.14,33.93,3.71,2.62,17.04,22.87,53
Sunrise Manor,560.76,39.07,5.36,2.98,24.07,42.06,67
San Mateo,487.33,37.36,0.18,1.77,11.33,16.68,46
Fayetteville,236.99,5.14,37.55,0.74,5.19,7.13,31
